message,run_number,timestamp,avg_score,gender,age,agreement,attitude_change,clarity,credibility,emotional_impact,engagement_intention,memorability,persuasiveness,relevance,trustworthiness
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",1,2026-01-26T08:16:31.702307Z,7.7,Female,35-44,8.0,8.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,9.0
"Carbon neutrality by 2050 requires stronger EU policies focused on delivery: accelerate permits for renewables, invest in grids, and provide predictable signals for investors. To sustain support, fund retraining and transition protections.",10,2026-01-26T08:16:31.938284Z,7.5,Female,35-44,8.0,7.0,9.0,8.0,6.0,7.0,6.0,8.0,7.0,9.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",2,2026-01-26T08:16:33.305347Z,7.5,Female,35-44,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",5,2026-01-26T08:16:33.342173Z,7.5,Female,35-44,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",4,2026-01-26T08:16:33.515582Z,7.4,Female,35-44,8.0,7.0,9.0,8.0,6.0,7.0,6.0,8.0,7.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",3,2026-01-26T08:16:33.533767Z,7.5,Female,35-44,7.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,8.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",7,2026-01-26T08:16:34.189892Z,7.4,Female,35-44,8.0,7.0,9.0,8.0,6.0,7.0,6.0,8.0,7.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",6,2026-01-26T08:16:34.234785Z,7.7,Female,35-44,8.0,7.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",9,2026-01-26T08:16:34.692571Z,7.8,Female,35-44,8.0,7.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,9.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",10,2026-01-26T08:16:34.835494Z,8.1,Female,35-44,9.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,8.0,9.0
"To credibly reach carbon neutrality by 2050, the EU should strengthen climate policy through faster permitting, grid investment, and clear financing pathways for renewables. Pair this with retraining, wage support, and regional development.",8,2026-01-26T08:16:35.075298Z,7.5,Female,35-44,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",1,2026-01-26T08:16:35.878455Z,7.5,Female,35-44,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",5,2026-01-26T08:16:36.969637Z,7.6,Female,35-44,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,9.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",4,2026-01-26T08:16:37.011876Z,7.5,Female,35-44,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",2,2026-01-26T08:16:37.139940Z,7.6,Female,35-44,8.0,8.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",3,2026-01-26T08:16:37.220933Z,7.5,Female,35-44,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",7,2026-01-26T08:16:37.452410Z,7.5,Female,35-44,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",6,2026-01-26T08:16:37.460228Z,7.8,Female,35-44,8.0,7.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,9.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",9,2026-01-26T08:16:38.194577Z,7.9,Female,35-44,8.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",8,2026-01-26T08:16:38.213584Z,7.5,Female,35-44,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"If the EU is serious about carbon neutrality by 2050, it must strengthen climate policy with delivery: speed renewable permitting, modernize grids, and set predictable rules to mobilize capital. Guarantee a just transition with retraining, wage support, and regional investment.",10,2026-01-26T08:16:38.335754Z,7.6,Female,35-44,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,9.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",1,2026-01-26T08:16:43.411086Z,5.7,Female,45-54,6.0,5.0,6.0,4.0,5.0,6.0,6.0,5.0,7.0,7.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",7,2026-01-26T08:16:43.471992Z,5.9,Female,45-54,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",2,2026-01-26T08:16:43.617004Z,5.4,Female,45-54,6.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,8.0,5.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",8,2026-01-26T08:16:43.987615Z,5.5,Female,45-54,6.0,5.0,7.0,4.0,4.0,5.0,6.0,5.0,7.0,6.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",10,2026-01-26T08:16:44.265674Z,6.1,Female,45-54,7.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,8.0,7.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",3,2026-01-26T08:16:44.325561Z,5.9,Female,45-54,7.0,5.0,8.0,4.0,5.0,6.0,6.0,6.0,7.0,5.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",9,2026-01-26T08:16:44.538537Z,6.2,Female,45-54,6.0,6.0,8.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",5,2026-01-26T08:16:44.669358Z,6.5,Female,45-54,7.0,6.0,8.0,5.0,6.0,6.0,6.0,6.0,8.0,7.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",6,2026-01-26T08:16:45.741103Z,5.8,Female,45-54,7.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,8.0,6.0
"The EU must strengthen climate policy to reach carbon neutrality by 2050, but we should avoid major changes. Invest massively in renewables while keeping fossil jobs exactly as they are.",4,2026-01-26T08:16:46.630539Z,6.4,Female,45-54,7.0,6.0,8.0,5.0,6.0,6.0,6.0,6.0,8.0,6.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",6,2026-01-26T08:16:47.414036Z,5.3,Female,45-54,6.0,3.0,9.0,3.0,5.0,4.0,7.0,4.0,8.0,4.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",3,2026-01-26T08:16:47.676211Z,5.2,Female,45-54,6.0,3.0,9.0,2.0,5.0,4.0,7.0,4.0,8.0,4.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",2,2026-01-26T08:16:48.128868Z,5.7,Female,45-54,5.0,4.0,10.0,2.0,6.0,6.0,8.0,4.0,8.0,4.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",5,2026-01-26T08:16:48.462568Z,5.6,Female,45-54,6.0,4.0,10.0,3.0,5.0,4.0,8.0,4.0,8.0,4.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",1,2026-01-26T08:16:48.464686Z,5.1,Female,45-54,6.0,3.0,9.0,2.0,4.0,5.0,7.0,4.0,8.0,3.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",4,2026-01-26T08:16:48.687774Z,5.7,Female,45-54,6.0,4.0,9.0,3.0,5.0,6.0,7.0,5.0,8.0,4.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",8,2026-01-26T08:16:49.543279Z,6.3,Female,45-54,6.0,5.0,10.0,3.0,6.0,7.0,9.0,5.0,8.0,4.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",7,2026-01-26T08:16:49.737531Z,5.2,Female,45-54,6.0,3.0,10.0,2.0,5.0,4.0,6.0,4.0,8.0,4.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",9,2026-01-26T08:16:50.225747Z,5.8,Female,45-54,6.0,4.0,10.0,3.0,5.0,4.0,8.0,4.0,9.0,5.0
"The EU must reach carbon neutrality by 2050 with stronger climate policy, but it should cost nothing and require no lifestyle changes. Invest massively in renewables while guaranteeing no higher bills and no disruption.",10,2026-01-26T08:16:51.082557Z,5.5,Female,45-54,7.0,4.0,9.0,2.0,5.0,6.0,7.0,4.0,8.0,3.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",2,2026-01-26T08:16:52.557179Z,4.4,Female,45-54,4.0,3.0,4.0,3.0,5.0,3.0,6.0,4.0,7.0,5.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",3,2026-01-26T08:16:52.855542Z,4.5,Female,45-54,5.0,3.0,6.0,3.0,4.0,3.0,6.0,4.0,7.0,4.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",6,2026-01-26T08:16:53.704517Z,4.1,Female,45-54,4.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,7.0,3.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",5,2026-01-26T08:16:54.036988Z,3.6,Female,45-54,3.0,2.0,4.0,2.0,3.0,4.0,5.0,3.0,6.0,4.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",7,2026-01-26T08:16:54.528689Z,4.7,Female,45-54,4.0,3.0,6.0,3.0,5.0,4.0,6.0,4.0,7.0,5.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",1,2026-01-26T08:16:54.574696Z,4.0,Female,45-54,4.0,2.0,6.0,2.0,4.0,5.0,6.0,3.0,7.0,1.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",4,2026-01-26T08:16:54.967021Z,4.8,Female,45-54,4.0,3.0,6.0,3.0,5.0,6.0,6.0,4.0,7.0,4.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",8,2026-01-26T08:16:55.804573Z,4.7,Female,45-54,3.0,3.0,8.0,3.0,5.0,4.0,6.0,4.0,7.0,4.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",9,2026-01-26T08:16:56.339793Z,4.6,Female,45-54,3.0,2.0,5.0,3.0,4.0,6.0,6.0,4.0,8.0,5.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",1,2026-01-26T08:16:56.851959Z,7.0,Female,45-54,6.0,6.0,9.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",2,2026-01-26T08:16:57.385012Z,7.3,Female,45-54,7.0,6.0,9.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0
"To achieve carbon neutrality by 2050, the EU should strengthen climate policy by expanding renewables and also increasing fossil fuel production to stabilize emissions. A just transition is needed, but jobs should not change.",10,2026-01-26T08:16:57.502285Z,4.2,Female,45-54,3.0,2.0,6.0,2.0,4.0,5.0,6.0,3.0,7.0,4.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",4,2026-01-26T08:16:58.466891Z,7.7,Female,45-54,7.0,7.0,10.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",6,2026-01-26T08:16:58.851921Z,7.6,Female,45-54,7.0,6.0,10.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",5,2026-01-26T08:16:59.123099Z,7.7,Female,45-54,7.0,7.0,10.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",3,2026-01-26T08:16:59.493290Z,7.5,Female,45-54,7.0,7.0,9.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",9,2026-01-26T08:16:59.665151Z,7.5,Female,45-54,7.0,6.0,9.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",8,2026-01-26T08:16:59.677707Z,6.9,Female,45-54,6.0,5.0,9.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",7,2026-01-26T08:17:00.637593Z,7.2,Female,45-54,7.0,6.0,9.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",2,2026-01-26T08:17:01.901899Z,6.6,Female,45-54,7.0,6.0,9.0,5.0,5.0,6.0,7.0,6.0,8.0,7.0
"The EU must impose tougher climate rules to force rapid decarbonization by 2050. Fossil industries have delayed progress too long, so they should accept the costs while renewables expand quickly.",10,2026-01-26T08:17:01.902505Z,8.0,Female,45-54,7.0,7.0,10.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",1,2026-01-26T08:17:02.349382Z,7.3,Female,45-54,8.0,7.0,9.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",6,2026-01-26T08:17:03.419721Z,6.5,Female,45-54,6.0,6.0,9.0,5.0,5.0,6.0,7.0,6.0,8.0,7.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",4,2026-01-26T08:17:03.537675Z,6.4,Female,45-54,6.0,5.0,9.0,5.0,5.0,6.0,7.0,6.0,8.0,7.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",5,2026-01-26T08:17:03.656157Z,6.6,Female,45-54,6.0,6.0,9.0,5.0,5.0,6.0,7.0,6.0,8.0,8.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",9,2026-01-26T08:17:04.487932Z,6.3,Female,45-54,7.0,6.0,9.0,5.0,4.0,5.0,6.0,6.0,8.0,7.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",7,2026-01-26T08:17:04.514925Z,6.3,Female,45-54,7.0,6.0,8.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",8,2026-01-26T08:17:04.972666Z,7.2,Female,45-54,7.0,7.0,9.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,1,2026-01-26T08:17:05.562368Z,7.7,Female,45-54,8.0,7.0,10.0,9.0,6.0,7.0,7.0,8.0,7.0,8.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",3,2026-01-26T08:17:05.883037Z,6.6,Female,45-54,7.0,6.0,9.0,5.0,5.0,6.0,7.0,6.0,8.0,7.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,4,2026-01-26T08:17:06.379998Z,7.7,Female,45-54,8.0,7.0,10.0,9.0,6.0,7.0,7.0,8.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,2,2026-01-26T08:17:06.499872Z,7.9,Female,45-54,8.0,8.0,10.0,9.0,7.0,7.0,7.0,8.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,5,2026-01-26T08:17:06.945601Z,7.7,Female,45-54,8.0,7.0,10.0,9.0,6.0,7.0,7.0,8.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,3,2026-01-26T08:17:07.140721Z,7.7,Female,45-54,8.0,7.0,10.0,9.0,6.0,7.0,7.0,8.0,7.0,8.0
"To reach carbon neutrality by 2050, the EU should strengthen climate policy and invest in renewables. This can be done without meaningful public spending if markets work properly and workers adapt.",10,2026-01-26T08:17:07.257569Z,6.8,Female,45-54,7.0,6.0,9.0,6.0,5.0,6.0,6.0,7.0,8.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,7,2026-01-26T08:17:07.475276Z,7.4,Female,45-54,7.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,8,2026-01-26T08:17:08.139228Z,7.7,Female,45-54,8.0,7.0,10.0,9.0,6.0,7.0,7.0,8.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,6,2026-01-26T08:17:08.544924Z,7.3,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,6.0,7.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,9,2026-01-26T08:17:08.721054Z,7.1,Female,45-54,7.0,6.0,9.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0
The EU must strengthen climate policies to reach carbon neutrality by 2050. This requires major investment in renewables and a just transition that supports workers and regions affected by the decline of fossil fuels.,10,2026-01-26T08:17:09.461088Z,7.7,Female,45-54,8.0,7.0,10.0,9.0,6.0,7.0,7.0,8.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",1,2026-01-26T08:17:09.742535Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",2,2026-01-26T08:17:10.344416Z,7.4,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",5,2026-01-26T08:17:10.597237Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",3,2026-01-26T08:17:10.633830Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",4,2026-01-26T08:17:11.358334Z,7.3,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,6.0,7.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",6,2026-01-26T08:17:11.643707Z,7.4,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,6.0,8.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",8,2026-01-26T08:17:11.966773Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",7,2026-01-26T08:17:12.026211Z,7.3,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,6.0,7.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",10,2026-01-26T08:17:12.769105Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Meeting the 2050 neutrality goal needs stronger EU climate policy: faster renewable deployment, grid upgrades, and stable investment rules. A just transition should fund retraining and targeted regional support for fossil-dependent areas.",9,2026-01-26T08:17:13.147558Z,7.2,Female,45-54,8.0,7.0,9.0,8.0,6.0,6.0,6.0,7.0,7.0,8.0
"Carbon neutrality by 2050 requires stronger EU policies focused on delivery: accelerate permits for renewables, invest in grids, and provide predictable signals for investors. To sustain support, fund retraining and transition protections.",1,2026-01-26T08:17:13.771260Z,7.4,Female,45-54,7.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Carbon neutrality by 2050 requires stronger EU policies focused on delivery: accelerate permits for renewables, invest in grids, and provide predictable signals for investors. To sustain support, fund retraining and transition protections.",2,2026-01-26T08:17:14.129958Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Carbon neutrality by 2050 requires stronger EU policies focused on delivery: accelerate permits for renewables, invest in grids, and provide predictable signals for investors. To sustain support, fund retraining and transition protections.",4,2026-01-26T08:17:14.191964Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Carbon neutrality by 2050 requires stronger EU policies focused on delivery: accelerate permits for renewables, invest in grids, and provide predictable signals for investors. To sustain support, fund retraining and transition protections.",3,2026-01-26T08:17:14.579902Z,7.5,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,8.0
"Carbon neutrality by 2050 requires stronger EU policies focused on delivery: accelerate permits for renewables, invest in grids, and provide predictable signals for investors. To sustain support, fund retraining and transition protections.",7,2026-01-26T08:17:14.599177Z,7.4,Female,45-54,8.0,7.0,9.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0
